Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-151608,50868583499,5/31/2023 18:00,6/1/2023 6:00,6/1/2023 16:37,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G1,FIRST HILL,5XX BLOCK OF TERRY AVE,-122.3233152,47.60566146
2023-150703,50790810237,5/31/2023 17:57,,5/31/2023 18:52,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,PHINNEY RIDGE,NW 58TH ST / 3RD AVE NW,-122.3607929,47.67087956
2023-150700,50790446196,5/31/2023 17:51,,5/31/2023 17:55,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F1,HIGH POINT,63XX BLOCK OF 35TH AVE SW,-122.3764226,47.54559328
2023-150678,50790977618,5/31/2023 17:28,5/31/2023 17:28,5/31/2023 19:16,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,R,R1,NORTH BEACON HILL,19XX BLOCK OF 22ND AVE S,-122.304233,47.58591481
2023-909166,50870184886,5/31/2023 17:00,6/1/2023 8:45,6/1/2023 22:03,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,O,O2,GEORGETOWN,5XX BLOCK OF S LUCILE ST,-122.327631,47.553394
2023-151193,50864916640,5/31/2023 17:00,6/1/2023 7:00,6/1/2023 8:21,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S2,BRIGHTON/DUNLAP,63XX BLOCK OF RAINIER AVE S,-122.275672,47.545787
2023-150633,50790903928,5/31/2023 16:49,5/31/2023 17:20,5/31/2023 19:21,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,,0,0
2023-150619,50791144865,5/31/2023 16:19,5/31/2023 16:19,5/31/2023 18:14,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,G,G1,FIRST HILL,12XX BLOCK OF E JEFFERSON ST,-122.3161256,47.60620026
2023-150619,50790568346,5/31/2023 16:15,5/31/2023 16:15,5/31/2023 18:14,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,G,G1,FIRST HILL,12XX BLOCK OF E JEFFERSON ST,-122.3161256,47.60620026
2023-909164,50870182272,5/31/2023 16:00,5/31/2023 18:00,6/1/2023 22:02,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,EASTLAKE - WEST,E SHELBY ST / EASTLAKE AVE E,-122.3245182,47.64738489
2023-909136,50869939935,5/31/2023 16:00,5/31/2023 16:00,6/1/2023 21:13,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R2,CLAREMONT/RAINIER VISTA,45XX BLOCK OF 34TH AVE S,-122.2899146,47.56179246
2023-151257,50865810434,5/31/2023 16:00,6/1/2023 7:30,6/1/2023 10:04,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,63XX BLOCK OF 21ST AVE SW,-122.3596405,47.54471478
2023-151276,50865614769,5/31/2023 15:55,6/1/2023 15:55,6/1/2023 10:04,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,N,J,J1,BALLARD NORTH,85XX BLOCK OF 15TH AVE NW,-122.376804,47.691519
2023-150759,50791135795,5/31/2023 15:44,,5/31/2023 20:09,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S LANE ST,-122.3102809,47.59664771
2023-150617,50790769701,5/31/2023 15:30,,5/31/2023 18:50,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,W,D,D3,EASTLAKE - WEST,26XX BLOCK OF EASTLAKE AVE E,-122.3258848,47.64384193
2023-150617,50792100706,5/31/2023 15:30,,5/31/2023 18:50,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,EASTLAKE - WEST,26XX BLOCK OF EASTLAKE AVE E,-122.3258848,47.64384193
2023-909135,50869890708,5/31/2023 15:15,5/31/2023 15:20,6/1/2023 21:03,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,L,L2,NORTHGATE,3XX BLOCK OF NE 97TH ST,-122.3250019,47.69915362
2023-909227,50923333245,5/31/2023 15:00,6/1/2023 6:00,6/2/2023 11:02,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,M,M2,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.3415426,47.61278241
2023-150593,50791074567,5/31/2023 15:00,5/31/2023 15:30,5/31/2023 19:53,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G3,MADRONA/LESCHI,3XX BLOCK OF 25TH AVE S,-122.2998601,47.60007717
2023-150525,50789473658,5/31/2023 14:40,5/31/2023 16:18,5/31/2023 16:54,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,1ST AVE S / S WASHINGTON ST,-122.3341815,47.60088319
2023-909129,50869834727,5/31/2023 14:05,5/31/2023 14:05,6/1/2023 20:52,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S3,RAINIER BEACH,95XX BLOCK OF RAINIER AVE S,-122.258918,47.52002
2023-151306,50867797168,5/31/2023 14:00,6/1/2023 7:45,6/1/2023 12:08,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J2,BALLARD NORTH,77XX BLOCK OF 15TH AVE NW,-122.3767897,47.68596821
2023-151306,50866710032,5/31/2023 14:00,6/1/2023 7:45,6/1/2023 12:08,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J2,BALLARD NORTH,77XX BLOCK OF 15TH AVE NW,-122.3767897,47.68596821
2023-151199,50865315080,5/31/2023 14:00,,6/1/2023 8:57,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF ETRURIA ST,-122.356092,47.647774
2023-151199,50865341136,5/31/2023 14:00,5/31/2023 15:00,6/1/2023 8:57,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF ETRURIA ST,-122.356092,47.647774
2023-150749,50790855951,5/31/2023 14:00,5/31/2023 17:00,5/31/2023 18:59,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B1,BALLARD SOUTH,47XX BLOCK OF SHILSHOLE AVE NW,-122.380558,47.66299853
2023-150967,50794083344,5/31/2023 13:40,5/31/2023 2:40,6/1/2023 3:01,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,E,C,C1,CAPITOL HILL,,0,0
2023-153194,50927470385,5/31/2023 13:00,6/2/2023 19:00,6/2/2023 22:36,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q1,MAGNOLIA,27XX BLOCK OF W ELMORE ST,-122.3916374,47.65770003
2023-153736,50946491438,5/31/2023 12:55,5/31/2023 13:21,6/5/2023 13:43,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,4XX BLOCK OF PINE ST,-122.3373204,47.61132124
2023-150419,50789218640,5/31/2023 12:55,5/31/2023 12:55,5/31/2023 16:19,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 4TH AVE,-122.3325828,47.60573106
2023-150419,50789214054,5/31/2023 12:55,5/31/2023 12:55,5/31/2023 16:19,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 4TH AVE,-122.3325828,47.60573106
2023-150388,50788932246,5/31/2023 12:30,,5/31/2023 15:22,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,L,L1,NORTHGATE,115XX BLOCK OF 15TH AVE NE,-122.3124639,47.71307258
2023-150383,50789299685,5/31/2023 12:13,,5/31/2023 16:15,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L1,LAKECITY,133XX BLOCK OF 20TH AVE NE,-122.3072767,47.72569839
2023-909191,50870432467,5/31/2023 12:05,5/31/2023 15:05,6/1/2023 23:02,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,N,N3,NORTHGATE,95XX BLOCK OF INTERLAKE AVE N,-122.3408186,47.6987012
2023-150347,50791498976,5/31/2023 11:46,,5/31/2023 16:53,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,FREMONT,,0,0
2023-150315,50865540262,5/31/2023 11:00,5/31/2023 11:15,6/1/2023 9:55,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-909064,50789496724,5/31/2023 11:00,5/31/2023 11:30,5/31/2023 17:02,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D2,QUEEN ANNE,16XX BLOCK OF AURORA AVE N,-122.3434717,47.63473485
2023-909064,50932130847,5/31/2023 11:00,5/31/2023 11:30,5/31/2023 17:02,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,QUEEN ANNE,16XX BLOCK OF AURORA AVE N,-122.3434717,47.63473485
2023-909176,50870271165,5/31/2023 10:00,5/31/2023 10:00,6/1/2023 22:22,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E1,CAPITOL HILL,1XX BLOCK OF HARVARD AVE E,-122.3221964,47.61931579
2023-150953,50792081058,5/31/2023 10:00,5/31/2023 22:40,5/31/2023 23:49,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,SOUTH PARK,85XX BLOCK OF DALLAS AVE S,-122.3136979,47.52705985
2023-150230,50788306122,5/31/2023 9:27,,5/31/2023 9:55,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E3,FIRST HILL,11XX BLOCK OF MADISON ST,-122.3245839,47.60957018
2023-150230,50870471416,5/31/2023 9:27,,5/31/2023 9:55,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,E,E3,FIRST HILL,11XX BLOCK OF MADISON ST,-122.3245839,47.60957018
2023-909112,50869615919,5/31/2023 9:10,5/31/2023 9:10,6/1/2023 20:03,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,FAUNTLEROY WAY SW / SW EDMUNDS ST,-122.3814567,47.55925332
2023-150212,50456258061,5/31/2023 9:02,,5/31/2023 9:42,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M3,DOWNTOWN COMMERCIAL,13XX BLOCK OF 6TH AVE,-122.3330981,47.60965503
2023-150212,50869127244,5/31/2023 9:02,,5/31/2023 9:42,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,W,M,M3,DOWNTOWN COMMERCIAL,13XX BLOCK OF 6TH AVE,-122.3330981,47.60965503
2023-151156,50865316992,5/31/2023 9:00,5/31/2023 19:00,6/1/2023 9:09,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,S,S1,NEW HOLLY,69XX BLOCK OF 37TH AVE S,-122.2861828,47.53976527
2023-150702,50791692443,5/31/2023 9:00,5/31/2023 17:30,5/31/2023 22:15,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C2,MILLER PARK,E MERCER ST / 21ST AVE E,-122.3046675,47.62440457
2023-909123,50869746476,5/31/2023 8:45,,6/1/2023 20:32,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,NE 75TH ST / 31ST AVE NE,-122.2947671,47.68304836
2023-909108,50869570097,5/31/2023 8:35,5/31/2023 8:35,6/1/2023 19:52,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S MAIN ST / 5TH AVE S,-122.3276633,47.60003408
2023-150290,50457319397,5/31/2023 8:35,5/31/2023 8:50,5/31/2023 11:59,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G1,FIRST HILL,,0,0
2023-909146,50870046358,5/31/2023 7:30,5/31/2023 8:45,6/1/2023 21:32,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D2,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE,-122.3384517,47.61833048
2023-909131,50869837464,5/31/2023 7:00,5/31/2023 7:00,6/1/2023 20:52,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U3,SANDPOINT,62XX BLOCK OF NE 74TH ST,-122.2619339,47.68211086
2023-150291,50788428637,5/31/2023 7:00,5/31/2023 10:28,5/31/2023 14:00,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R2,CLAREMONT/RAINIER VISTA,29XX BLOCK OF S DAKOTA ST,-122.2962765,47.56628086
2023-150370,50783900934,5/31/2023 7:00,5/31/2023 8:00,5/31/2023 13:01,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,60XX BLOCK OF 16TH AVE SW,-122.3548306,47.54925839
2023-150248,50457273060,5/31/2023 6:49,5/31/2023 9:45,5/31/2023 11:50,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K1,DOWNTOWN COMMERCIAL,3XX BLOCK OF SENECA ST,-122.3347686,47.60728265
2023-151584,50868730898,5/31/2023 6:30,5/31/2023 19:00,6/1/2023 17:10,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D3,SLU/CASCADE,8XX BLOCK OF FAIRVIEW AVE N,-122.3342036,47.62613482
2023-150085,50453911077,5/31/2023 6:18,5/31/2023 6:36,5/31/2023 7:01,A,PROPERTY,ROBBERY,Robbery,120,N,J,J3,ROOSEVELT/RAVENNA,,0,0
2023-150080,50453929140,5/31/2023 6:10,5/31/2023 6:45,5/31/2023 7:14,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,BALLARD SOUTH,3XX BLOCK OF NW 47TH ST,-122.3623965,47.66291882
2023-150078,50457116299,5/31/2023 6:05,,5/31/2023 11:17,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K1,DOWNTOWN COMMERCIAL,,0,0
2023-909105,50867123734,5/31/2023 5:55,5/31/2023 6:45,6/1/2023 13:22,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,2XX BLOCK OF 5TH AVE S,-122.3276615,47.60045371
2023-150060,50453919162,5/31/2023 5:21,,5/31/2023 6:48,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N3,NORTHGATE,105XX BLOCK OF AURORA AVE N,-122.3447064,47.70579857
2023-909152,50870095483,5/31/2023 4:00,5/31/2023 4:00,6/1/2023 21:43,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,DOWNTOWN COMMERCIAL,1XX BLOCK OF JAMES ST,-122.3332113,47.6020161
2023-150035,50452753321,5/31/2023 3:40,,5/31/2023 4:23,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K2,DOWNTOWN COMMERCIAL,4XX BLOCK OF 3RD AVE,-122.3305103,47.60188591
2023-150029,50452732383,5/31/2023 3:33,5/31/2023 3:35,5/31/2023 4:17,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,MID BEACON HILL,25XX BLOCK OF S JUNEAU ST,-122.298594,47.54997969
2023-150324,50784316821,5/31/2023 3:00,5/31/2023 11:17,5/31/2023 13:50,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,G,G3,MADRONA/LESCHI,9XX BLOCK OF LAKESIDE AVE S,-122.2878457,47.5937405
2023-150426,50788289716,5/31/2023 2:35,,5/31/2023 14:26,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q1,MAGNOLIA,25XX BLOCK OF THORNDYKE AVE W,-122.3848626,47.64254112
2023-151159,50864391312,5/31/2023 2:30,6/1/2023 6:00,6/1/2023 7:03,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G1,FIRST HILL,,0,0
2023-909264,50927026289,5/31/2023 2:00,6/1/2023 8:00,6/2/2023 21:42,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C1,CAPITOL HILL,7XX BLOCK OF 11TH AVE E,-122.3180562,47.62608292
2023-909111,50869614642,5/31/2023 2:00,5/31/2023 7:00,6/1/2023 20:02,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,1XX BLOCK OF BOREN AVE S,-122.3175673,47.60144397
2023-149985,50452634754,5/31/2023 1:59,,5/31/2023 3:07,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,D,D2,SLU/CASCADE,,0,0
2023-150375,50788604770,5/31/2023 1:39,,5/31/2023 15:02,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,69XX BLOCK OF 62ND AVE NE,-122.2622281,47.67889074
2023-909157,50870139608,5/31/2023 1:30,5/31/2023 2:00,6/1/2023 21:53,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S KING ST / 8TH AVE S,-122.3224483,47.59834757
2023-154034,50933960880,5/31/2023 1:00,5/31/2023 6:00,6/3/2023 17:52,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W2,ALASKA JUNCTION,45XX BLOCK OF 42ND AVE SW,-122.3854566,47.56197325
2023-149967,50452558794,5/31/2023 1:00,5/31/2023 3:24,5/31/2023 3:20,A,PERSON,SEX OFFENSES,Sodomy,11B,SW,W,W1,NORTH ADMIRAL,,0,0
2023-909132,50869886576,5/31/2023 0:30,5/31/2023 11:00,6/1/2023 21:02,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R3,COLUMBIA CITY,S ALASKA ST / 35TH AVE S,-122.2888216,47.5607536
2023-149956,50451156316,5/31/2023 0:23,5/31/2023 0:26,5/31/2023 1:51,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S3,RAINIER VIEW,100XX BLOCK OF 51ST AVE S,-122.2700634,47.51020771
2023-149956,50451163375,5/31/2023 0:23,5/31/2023 0:26,5/31/2023 1:51,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,S,S3,RAINIER VIEW,100XX BLOCK OF 51ST AVE S,-122.2700634,47.51020771
2023-149951,50450993120,5/31/2023 0:15,5/31/2023 0:19,5/31/2023 0:54,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,27XX BLOCK OF NE 45TH ST,-122.2972223,47.66124046
2023-157004,50954968995,5/31/2023 0:00,6/6/2023 13:28,6/6/2023 16:47,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S1,NEW HOLLY,37TH AVE S / S WILLOW ST,-122.2862393,47.54065386
2023-909369,50945498314,5/31/2023 0:00,6/5/2023 11:13,6/5/2023 11:13,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,B,B1,BALLARD SOUTH,17XX BLOCK OF NW 58TH ST,-122.380518,47.670912
2023-909257,50926703993,5/31/2023 0:00,5/31/2023 6:00,6/2/2023 20:33,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,15XX BLOCK OF BROADWAY,-122.3207895,47.61465549
2023-909215,50922888857,5/31/2023 0:00,6/2/2023 0:00,6/2/2023 9:53,A,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion,26G,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 22ND AVE W,-122.3846674,47.64938933
2023-152248,50873657264,5/31/2023 0:00,5/31/2023 23:59,6/2/2023 5:08,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q2,QUEEN ANNE,6XX BLOCK OF W NICKERSON ST,-122.3659666,47.65198291
2023-909151,50870092865,5/31/2023 0:00,5/31/2023 6:00,6/1/2023 21:42,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,84XX BLOCK OF 25TH AVE SW,-122.3645124,47.52738184
2023-909120,50869706391,5/31/2023 0:00,5/31/2023 0:00,6/1/2023 20:23,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF RAINIER AVE S,-122.3109485,47.59511507
2023-150838,50791500166,5/31/2023 0:00,5/31/2023 0:00,5/31/2023 21:32,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,M,M2,DOWNTOWN COMMERCIAL,3RD AVE / STEWART ST,-122.3395919,47.61162913
2023-150194,50790018671,5/31/2023 0:00,5/31/2023 6:00,5/31/2023 17:32,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,11XX BLOCK OF 21ST AVE S,-122.3050675,47.59252859
2023-150500,50788955186,5/31/2023 0:00,5/31/2023 14:00,5/31/2023 15:20,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,71XX BLOCK OF 62ND AVE NE,-122.2622281,47.67889074
2023-150242,50456601392,5/30/2023 23:59,5/31/2023 7:00,5/31/2023 10:30,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,73XX BLOCK OF 31ST AVE SW,-122.3725522,47.53646487
2023-150242,50945654472,5/30/2023 23:59,6/5/2023 9:59,5/31/2023 10:30,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,73XX BLOCK OF 31ST AVE SW,-122.3725522,47.53646487
2023-909238,50924223209,5/30/2023 23:55,5/30/2023 23:58,6/2/2023 13:23,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,BALLARD SOUTH,53XX BLOCK OF 6TH AVE NW,-122.3632848,47.66754679
2023-149927,50451039415,5/30/2023 23:50,5/30/2023 23:55,5/31/2023 1:13,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W2,ALASKA JUNCTION,47XX BLOCK OF FAUNTLEROY WAY SW,-122.3814565,47.5601804
2023-149924,50452596600,5/30/2023 23:43,5/31/2023 1:57,5/31/2023 3:16,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,C,C3,CENTRAL AREA/SQUIRE PARK,17TH AVE / E UNION ST,-122.3101681,47.6129051
2023-909128,50869789449,5/30/2023 23:25,5/31/2023 1:25,6/1/2023 20:42,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,22XX BLOCK OF 1ST AVE,-122.3458631,47.61299081
2023-149869,50454459331,5/30/2023 22:20,5/30/2023 22:26,5/31/2023 5:12,A,PROPERTY,ROBBERY,Robbery,120,W,Q,Q2,QUEEN ANNE,2XX BLOCK OF NICKERSON ST,-122.3523379,47.64732718
2023-149863,50451158736,5/30/2023 22:10,,5/31/2023 2:05,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,W,W1,NORTH ADMIRAL,22XX BLOCK OF 42ND AVE SW,-122.3850732,47.58348619
2023-150345,50783680610,5/30/2023 22:00,5/30/2023 22:00,5/31/2023 12:38,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,R,R1,NORTH BEACON HILL,30XX BLOCK OF 24TH AVE S,-122.3013028,47.57552458
2023-150181,50456283939,5/30/2023 22:00,5/31/2023 8:00,5/31/2023 9:50,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,HIGH POINT,65XX BLOCK OF 29TH AVE SW,-122.3690259,47.54404306
2023-150221,50456086675,5/30/2023 22:00,,5/31/2023 9:20,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S3,RAINIER BEACH,92XX BLOCK OF RAINIER AVE S,-122.2680301,47.51985178
2023-149834,50450396953,5/30/2023 21:43,,5/30/2023 23:03,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,B,B1,BALLARD SOUTH,15XX BLOCK OF NW MARKET ST,-122.3781529,47.66867106
2023-149836,50450448490,5/30/2023 21:39,5/30/2023 21:57,5/30/2023 23:09,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 45TH ST,-122.3696925,47.66146817
2023-909098,50791980660,5/30/2023 21:30,,5/31/2023 23:32,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,22XX BLOCK OF OCCIDENTAL AVE S,-122.3332668,47.5829393
2023-149831,50450372562,5/30/2023 21:30,,5/30/2023 22:58,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R2,CLAREMONT/RAINIER VISTA,39XX BLOCK OF M L KING JR WAY S,-122.2967684,47.56982428
2023-149819,50450093451,5/30/2023 20:55,,5/30/2023 21:38,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D3,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.3384704,47.62028978
2023-150867,50792568909,5/30/2023 20:54,,5/31/2023 23:43,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,7XX BLOCK OF 22ND AVE,-122.3037184,47.60851615
2023-909138,50869942204,5/30/2023 20:45,5/30/2023 20:50,6/1/2023 21:13,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW 56TH ST,-122.3749002,47.66944177
